person	abstract	name
http://dbpedia.org/resource/Junior_Poluleuligaga	"""Junior Poluleuligaga (born 5 February 1981) is a Samoan rugby union international player. He currently plays for Exeter Chiefs in the Aviva Premiership. He plays as a Scrum-half and was educated at De La Salle College, Mangere East. His name is often abbreviated to Junior Polu."""	Junior Poluleuligaga
http://dbpedia.org/resource/Justin_Boyle	"""Justin Gregory Boyle (born 13 April 1959) is a former New Zealand cricketer who played for Wellington and Canterbury in the 1980s. He was born in Christchurch. He is the rector of St Bede's College, Christchurch."""	Justin Boyle
http://dbpedia.org/resource/Justin_Boyle	"""Justin Gregory Boyle (born 13 April 1959) is a former New Zealand cricketer who played for Wellington and Canterbury in the 1980s. He was born in Christchurch. He is the rector of St Bede's College, Christchurch."""	Justin Gregory Boyle
http://dbpedia.org/resource/Justine_Fryer	"""Justine Fryer (born 8 October 1972) is a former New Zealand cricketer."""	Justine Fryer
http://dbpedia.org/resource/Justine_Russell	"""Justine Russell (born 16 November 1974) is a former New Zealand cricketer."""	Justine Russell
http://dbpedia.org/resource/Kaarene_Fitzgerald	"""Kaarene Noelle Fitzgerald, AC (12 December 1944 Ð 24 May 2003) was an Australian advocate for the study and treatment of Sudden Infant Death.Fitzgerald founded the Sudden Infant Death Research Foundation (known as SIDS & Kids) on 11 July 1977. The organization began the day after her son Glenn died from an unexplainable death, known as a Sudden Infant Death. This was the first NGO of its kind in Australia. In 1999 she was awarded the Companion of the Order of Australia for her services to the community and for ""coordination of world-wide efforts to develop and research educational strategies to reduce sudden infant death in infancy"". She was responsible for the development of a direct referral system involving the Foundation, the Health Department, State Coroner's office, Ambulance Service and hospitals.In 1988, Fitzgerald established Red Nose Day as a fundraising activity and convinced other state based SIDS bodies to join the fundraising activity. It became a signature national fundraising ""day"" in Australia. Internationally, Fitzgerald co-founded SIDS International and was the inaugural executive and then chairman of the group from 1989 - 1992. She then developed a network of research coordination - the Global Strategy Task Force. In 1991 Fitzgerald was approached to help establish the Monash Research Foundation for Reproduction and Development. This group became the Ritchie Centre. Fitzgerald's commitment to research was honored with the Ritchie Centre's annual Kaarene Fitzgerald public forum. Fitzgerald was born in Te Kuiti, New Zealand and died in Melbourne, Australia on May 24, 2003, after a long battle with cancer. She was survived by her four children, Karl, Anita, Lacey & Michael."""	Kaarene Fitzgerald
http://dbpedia.org/resource/Kaine_Robertson	"""Paul Kaine Robertson (born 29 October 1980 in Auckland) is a rugby union player from New Zealand who plays rugby union for Viadana, and international rugby for Italy. Auckland born Kaine Robertson moved to Italy in 1998, previously he played in the same Auckland Grammar school team as the All Blacks leading try scorer Doug Howlett."""	Kaine Robertson
http://dbpedia.org/resource/Kaine_Robertson	"""Paul Kaine Robertson (born 29 October 1980 in Auckland) is a rugby union player from New Zealand who plays rugby union for Viadana, and international rugby for Italy. Auckland born Kaine Robertson moved to Italy in 1998, previously he played in the same Auckland Grammar school team as the All Blacks leading try scorer Doug Howlett."""	Paul Kaine Robertson
http://dbpedia.org/resource/Karen_Gunn	"""Karen Gunn (born 12 May 1962) is a former New Zealand cricketer."""	Karen Gunn
http://dbpedia.org/resource/Karen_Hanlen	"""Karen Hanlen (born 28 March 1980) is a New Zealand mountain biker. She represented New Zealand at the 2012 Summer Olympics in London, competing in the Women's Cross-country cycling event."""	Karen Hanlen
http://dbpedia.org/resource/Karen_Musson	"""Karen Musson (born 27 June 1967) is a New Zealand former cricketer."""	Karen Musson
http://dbpedia.org/resource/Karen_Plummer	"""Karen Vi Plummer (born 14 September 1951) is a former New Zealand cricketer. Plummer, a right-handed batsman, played in four women's Tests and eleven women's one-day internationals. However, she didn't excel, making only 28 runs in six Test innings, and 100 in ten ODI innings. Plummer captained New Zealand for three Tests in 1991/2, losing one and drawing two. New Zealand won one and lost two of the three ODIs she captained."""	Karen Plummer
http://dbpedia.org/resource/Karen_Young_(cricketer)	"""Karen Nichole Young (born 6 June 1968 in Auckland, New Zealand) is an Irish cricketer who has played one women's Test match and 19 women's one-day internationals. She is a right-hand batsman and bowls right-arm medium pace. She has also scored a century in ODIs."""	Karen Nichole Young
http://dbpedia.org/resource/Karen_Young_(cricketer)	"""Karen Nichole Young (born 6 June 1968 in Auckland, New Zealand) is an Irish cricketer who has played one women's Test match and 19 women's one-day internationals. She is a right-hand batsman and bowls right-arm medium pace. She has also scored a century in ODIs."""	Karen Young
http://dbpedia.org/resource/Karl_Burnett	"""Karl Burnett (born 27 February 1976) is a New Zealand actor best known for his portrayal of Nick Harrison on the long-running New Zealand soap opera, Shortland Street. Burnett was 16 years old when offered the role of Nick Harrison on Shortland Street in 1992. The then Massey High School student had little acting experience, other than high-school drama classes, though after six years of starring on Shortland Street he had a part in the 1998 film When Love Comes. He played the role of Nick Harrison from the show's second episode in 1992 until the character's departure in 2005, making Nick Harrison the original character to stay with the show the longest. Nick Harrison was originally intended as a drug-taking rebel, but after Burnett was cast, the role was developed into a more comedic and clumsy character. In 2005, after 13 years on the show, the character of Nick was axed by producers. Later in 2005, Burnett appeared in TV3's celebrity singing competition Sing Like a Superstar. Burnett went on to work as a boom operator on Shortland Street and a freelance sound recordist. In 2008 Burnett appeared on the weight-loss reality show Downsize Me. He initially weighed 120 kg, losing 20 kg over the course of the programme. That year he also published a comic novel The Bible II: This Way Up Ð Rick the Chosen One. In 2010 he released the independent film Captain Amazingly Incredible and the Space Vampires from the Evil Planet!!!, which he wrote, directed, and starred in. The film was self-described as ""the lowest selling movie in the history of ... the [film's] distributor."" Burnett has also released several video games for mobile platforms, including Get Gravel!, Codestorm, Project Downforce and Max Vector: Resolution. Having previously studied interactive videogame development at Media Design School in Auckland, Burnett won the 2011 Sidhe Elite scholarship award. He now studies science majoring in software engineering at Massey University."""	Karl Burnett
http://dbpedia.org/resource/Karl_Urban	"""Karl-Heinz Urban (born 7 June 1972) is a New Zealand actor. He is best known for playing Julius Caesar and Cupid in Xena: Warrior Princess and Hercules: The Legendary Journeys, ƒomer in the second and third installments of Peter Jackson's The Lord of the Rings trilogy, Dr. Leonard ""Bones"" McCoy in Star Trek, Star Trek Into Darkness and Star Trek Beyond, and Judge Dredd in Dredd. He won acclaim for his performances in New Zealand films The Price of Milk and Out of the Blue. He also played the main character John Kennex in the short-lived television series Almost Human."""	Karl Urban
http://dbpedia.org/resource/Kate_Broadmore	"""Kate Broadmore (born 11 November 1991) is a New Zealand cricketer."""	Kate Broadmore
http://dbpedia.org/resource/Kate_Chilcott	"""Kate Chilcott (born 17 January 1991) is a former road cyclist from New Zealand. She participated at the 2012 UCI Road World Championships."""	Kate Chilcott
http://dbpedia.org/resource/Kate_Elliott_(actress)	"""Kate Elliott (born December 30, 1981) is an actress. She was born in and currently lives in Auckland, New Zealand. She has acted in television series and films since she was about 14 as well as numerous advertisements on New Zealand television. Her most recent role has been as one of the ""Liberators"" in The Cult. She has acted in, more recently The Insider's Guide To Love, The Locals, Fracture, and Toy Love. She played Yakut, an Amazon, in several episodes of Xena: Warrior Princess, 1998Ð2000. Also played Lily in Cleopatra 2525. She plays a vampire in a film called 30 Days Of Night. She was married to Pluto's lead singer, Milan Borich, on 17 January 2006. They have a daughter."""	Kate Elliott
http://dbpedia.org/resource/Kate_Gill	"""Kathryn Anne ""Kate"" Gill (born 10 December 1984) is a New Zealand-Australian female association football player for the Australia women's national football team. She is a striker that is strong in the air and on the ball and possesses great finishing and first touch. Kate graduated from Hunter Valley Grammar School in 2002."""	Kate Gill
http://dbpedia.org/resource/Kate_Gill	"""Kathryn Anne ""Kate"" Gill (born 10 December 1984) is a New Zealand-Australian female association football player for the Australia women's national football team. She is a striker that is strong in the air and on the ball and possesses great finishing and first touch. Kate graduated from Hunter Valley Grammar School in 2002."""	Kathryn Anne Gill
http://dbpedia.org/resource/Kate_Horan	"""Kate Horan (born 9 June 1975) is a New Zealand paralympics runner and cyclist. Horan secured a silver medal for the Women's 200m at the 2008 Summer Paralympics for her country after two runners ahead of her tripped. In 2012, she switched from athletics to cycling. She has been selected to compete in cycling at the 2016 Summer Paralympics."""	Kate Horan
http://dbpedia.org/resource/Kate_Pulford	"""Katherine Louise Pulford (born 27 August 1980) is a New Zealand cricketer. A right-handed batsman and medium pace bowler, Pulford has made 1 Test and 39 ODI appearances for New Zealand. Her performances at the 2009 Women's Cricket World Cup saw her named in the ICC's team of the tournament."""	Kate Pulford
http://dbpedia.org/resource/Kath_Proudfoot	"""Kath Proudfoot (born 21 April 1977 in Auckland, New Zealand ) is a cerebral palsy athlete from Australia competing mainly in category F35-36 discus and shot put events. She competed at the 2008, 2012 and the 2016 Summer Paralympics, winning medals at each Games."""	Kath Proudfoot
http://dbpedia.org/resource/Kath_Proudfoot	"""Kath Proudfoot (born 21 April 1977 in Auckland, New Zealand ) is a cerebral palsy athlete from Australia competing mainly in category F35-36 discus and shot put events. She competed at the 2008, 2012 and the 2016 Summer Paralympics, winning medals at each Games."""	Katherine Proudfoot
http://dbpedia.org/resource/Katharine_Birbalsingh	"""Katharine Birbalsingh is the headteacher of Michaela Community School, a free school in the London Borough of Brent. She is also a blogger and writer who writes about the British education system. She was born in New Zealand to West Indian parents and grew up in Canada. She was then educated at Oxford University, where she read French and Philosophy. After graduating she settled permanently in the UK. Birbalsingh originally gained attention as the anonymous blogger To Miss With Love, in which she wrote about her experiences teaching at an inner-city secondary school. She then came to national prominence after she spoke at the 2010 Conservative Party conference in support of the party's education policies and criticised the state of the British education system. Due to the fact that she illustrated her speech with pictures of pupils without their consent she was asked not to attend her school ""for the rest of the week while senior teachers and governors discuss her position"". Birbalsingh subsequently resigned after being ""asked to comply with conditions that she did not feel able to comply with"", according to a report by David Barrett of The Sunday Telegraph. A campaign on Facebook was created to have her reinstated. In September 2014, she said that ""it was a great tragedy that Michael Gove had been removed as education secretary before his work was done. It will not be done now."" Birbalsingh's novel, ""To Miss with Love"", based on her blog, was published in March 2011. It was chosen as Book of the Week and serialised on BBC Radio 4. She is also the author of the chick-lit novel ""Singleholic"", published in 2009 under the pseudonym ""Katherine Bing""."""	Katharine Birbalsingh
http://dbpedia.org/resource/Katherine_Curnow	"""Katherine Curnow (born 24 June 1987) is a female water polo player of New Zealand. She was part of the New Zealand team at the 2015 World Aquatics Championships."""	Katherine Curnow
http://dbpedia.org/resource/Katherine_Mansfield	"""Kathleen Mansfield Murry (14 October 1888 Ð 9 January 1923) was a prominent New Zealand modernist short story writer who was born and brought up in colonial New Zealand and wrote under the pen name of Katherine Mansfield. At 19, Mansfield left New Zealand and settled in the United Kingdom, where she became a friend of modernist writers such as D.H. Lawrence and Virginia Woolf. In 1917 she was diagnosed with extrapulmonary tuberculosis, which led to her death at the age of 34."""	Katherine Mansfield
http://dbpedia.org/resource/Kathy_Hall	"""Kathy Hall (nŽe Simeonoff) (born 28 August 1956 in New Zealand) is a former association football player who represented New Zealand at international level. Hall made her Football Ferns debut in their first ever international as they beat Hong Kong 2-0 on 25 August 1975 at the inaugural AFC Women's Asian Cup. She finished her international career with 16 caps and 3 goal to her credit."""	Kathy Hall
http://dbpedia.org/resource/Katie_Bowen	"""Kate Elizabeth Bowen (born 15 April 1994) is an Association football player who currently plays for FC Kansas City and has represented New Zealand at international level. Born in Auckland, Bowen became the youngest player to represent New Zealand at recognised international level when she played in a New Zealand U-17 match against Australia U-17 on her 14th birthday in 2008. Later that year she travelled to the 2008 FIFA U-17 Women's World Cup where she made a solitary appearance as a late substitute in a 3Ð1 win over Colombia. She again represented New Zealand in 2010, this time as captain at the 2008 FIFA U-17 Women's World Cup in Trinidad and Tobago. Bowen made her senior international dŽbut as a substitute in a 0Ð3 loss to Australia on 12 May 2011. She featured in two of New Zealand's three matches at the 2011 FIFA Women's World Cup in Germany and in all three of her country's match at the 2015 FIFA Women's World Cup in Canada."""	Kate Elizabeth Bowen
http://dbpedia.org/resource/Katie_Bowen	"""Kate Elizabeth Bowen (born 15 April 1994) is an Association football player who currently plays for FC Kansas City and has represented New Zealand at international level. Born in Auckland, Bowen became the youngest player to represent New Zealand at recognised international level when she played in a New Zealand U-17 match against Australia U-17 on her 14th birthday in 2008. Later that year she travelled to the 2008 FIFA U-17 Women's World Cup where she made a solitary appearance as a late substitute in a 3Ð1 win over Colombia. She again represented New Zealand in 2010, this time as captain at the 2008 FIFA U-17 Women's World Cup in Trinidad and Tobago. Bowen made her senior international dŽbut as a substitute in a 0Ð3 loss to Australia on 12 May 2011. She featured in two of New Zealand's three matches at the 2011 FIFA Women's World Cup in Germany and in all three of her country's match at the 2015 FIFA Women's World Cup in Canada."""	Katie Bowen
http://dbpedia.org/resource/Katie_Perkins	"""Katie Perkins (born 7 July 1988) is a New Zealand cricketer."""	Katie Perkins
http://dbpedia.org/resource/Katie_Ritchie	"""(For the former Home and Away actress, see Kate Ritchie.) Katie Ritchie is a retired netball player as well as international rower and triathlete from New Zealand. Ritchie played for the Canterbury Flames in the Coca-Cola Cup (later the National Bank Cup), starting from 1999. She transferred to the Otago Rebels after 2001, and made the New Zealand A side in 2002. The following year Ritchie transferred to Wellington-based Capital Shakers. She also received a callup to trial for the Silver Ferns to contest the 2003 Netball World Championships in Jamaica. Ritchie transferred back to the Otago Rebels the following year, playing with the Lois Muir-coached side in 2004 and 2005. She returned to the Shakers in 2006, but was forced to pull out before the start of the season with a recurring foot injury. Ritchie has also competed at international rowing events and more recently triathlon. She competed at the 1997 World Junior Rowing Championships, where she made the final of the women's coxless fours, finishing sixth. She was chosen for the New Zealand women's development coxless four for the 2003 World Rowing Championships in Milan, but opted to focus on netball instead."""	Katie Ritchie
http://dbpedia.org/resource/Katrina_Grant	"""Katrina Grant (born 6 May 1987 in Papakura, Auckland, New Zealand) is a New Zealand international netball player. Grant is a current member of the New Zealand national netball team, the Silver Ferns, and plays for the Central Pulse in the ANZ Championship. In domestic netball, Grant previously played for the Canterbury Flames in the National Bank Cup in 2005, before moving south for a two-year stint with the Otago Rebels (2006Ð07). In the ANZ Championship, she played for the Southern Steel in 2008 and 2009, before signing with the Wellington-based Central Pulse for 2010. Grant was included in the Silver Ferns team for 2008. She made her on-court debut the same year against Australia, partnering Casey Williams in the defence circle. She also played with the Silver Ferns at the 2009 World Netball Series in Manchester and the 2010 Commonwealth Games in Delhi, with New Zealand winning gold medals at both events."""	Katrina Grant
http://dbpedia.org/resource/Katrina_Keenan	"""Katrina Marie Keenan (born 24 February 1971) is a former New Zealand cricketer. She played for Canterbury's first-class women's cricket team, and the New Zealand national team. She debuted on 7 February 1995 in a Test match, and on 12 February 1995 in a One Day International. She played only five Test matches, her last on 15 July 1996. However, she went on to play 54 ODIs, scoring 348 runs and taking 70 wickets at 16.82, with best figures of 6/73 against England. She coached Japan in the 2010 Asian Games."""	Katrina Keenan
http://dbpedia.org/resource/Katrina_Keenan	"""Katrina Marie Keenan (born 24 February 1971) is a former New Zealand cricketer. She played for Canterbury's first-class women's cricket team, and the New Zealand national team. She debuted on 7 February 1995 in a Test match, and on 12 February 1995 in a One Day International. She played only five Test matches, her last on 15 July 1996. However, she went on to play 54 ODIs, scoring 348 runs and taking 70 wickets at 16.82, with best figures of 6/73 against England. She coached Japan in the 2010 Asian Games."""	Katrina Marie Keenan
http://dbpedia.org/resource/Kay_Cohen	"""Kay Cohen (born Kathleen Siddall on 31 December 1952 in Levin, New Zealand) is an Australian fashion designer and business woman based in Sydney, Australia. Cohen has led a number of lingerie design brands, most notably as Founder and Creative Director of Pleasure State and as General Manager and Creative Director of Elle Macpherson's Lingerie label Elle Macpherson Intimates, also Cohen is known as the inventor of the Biofit uplift bra."""	Kay Cohen
http://dbpedia.org/resource/Kayla_McAlister	"""Kayla McAlister (born 6 August 1988) is a New Zealand netball and rugby sevens player. She has previously played for the Northern Mystics in 2011, and was a training partner in 2012, and currently plays for the NZ Women's Rugby Sevens team. Of M_ori descent, McAlister affiliates to the Te _ti Awa iwi. She is the sister of former All Black Luke McAlister."""	Kayla McAlister
http://dbpedia.org/resource/Kayla_Pratt	"""Kayla Pratt (born 27 May 1991) is a New Zealand rower. She won the gold medal in the coxless four at the 2014 World Rowing Championships in Amsterdam. With the women's eight, she came fourth at the 2016 Rio Olympics."""	Kayla Pratt
http://dbpedia.org/resource/Kayne_Hammington	"""Kayne Hammington (born 24 September 1990) is a New Zealand rugby union footballer who currently plays as a halfback for Manawatu in the ITM Cup. During the 2015 Super Rugby season he was called into the Chiefs squad as an injury replacement due to the absence of Tawera Kerr-Barlow, Augustine Pulu and Leon Fukofuka. He appeared on the bench once for the Chiefs playoff match away to the Highlanders, however he didn't get any game time. Hammington was a member New Zealand side which won the 2010 IRB Junior World Championship in Argentina."""	Kayne Hammington
http://dbpedia.org/resource/Keeley_Todd	"""Keeley William Martin Todd is a New Zealand cricketer who plays for the Auckland Aces."""	Keeley Todd
http://dbpedia.org/resource/Keeley_Todd	"""Keeley William Martin Todd is a New Zealand cricketer who plays for the Auckland Aces."""	Keeley William Martin Todd
http://dbpedia.org/resource/Keita_Meretana	"""Keith Mildon (born 1933) also known by his ring name Keita Meretana is a former professional wrestler and heavyweight wrestling champion of New Zealand from Wairoa, New Zealand."""	Keita Meretana
http://dbpedia.org/resource/Keita_Meretana	"""Keith Mildon (born 1933) also known by his ring name Keita Meretana is a former professional wrestler and heavyweight wrestling champion of New Zealand from Wairoa, New Zealand."""	Keith Meretana
http://dbpedia.org/resource/Keith_Bracey	"""Keith Arthur Bracey (3 May 1916 Ð 28 October 2010) was a New Zealand television reporter and host who with his goatee beard was one of Television New Zealand's most recognised figures. In 1966 he was the inaugural presenter for New Zealand's first daily current affairs show, Town and Around. On 28 April 2006 at the age of 90 he was at TVNZ headquarters in Auckland to celebrate the 40th anniversary of Town and Around."""	Keith Bracey
http://dbpedia.org/resource/Keith_Campbell_(cricketer)	"""Keith Oliver Campbell (born 20 March 1943 in Dunedin) is a former New Zealand cricketer. A middle-order batsman, medium-pace bowler and occasional wicket-keeper, he played for Otago from 1963-64 to 1978-79, and toured the West Indies in 1971-72 and Australia in 1973-74 with the New Zealand cricket team, but did not play Test cricket."""	Keith Campbell
http://dbpedia.org/resource/Keith_Campbell_(cricketer)	"""Keith Oliver Campbell (born 20 March 1943 in Dunedin) is a former New Zealand cricketer. A middle-order batsman, medium-pace bowler and occasional wicket-keeper, he played for Otago from 1963-64 to 1978-79, and toured the West Indies in 1971-72 and Australia in 1973-74 with the New Zealand cricket team, but did not play Test cricket."""	Keith Oliver Campbell
http://dbpedia.org/resource/Keith_Cumberpatch	"""Keith Daniel Cumberpatch (25 August 1927 Ð 15 November 2013) was a New Zealand field hockey player. He represented New Zealand in field hockey in 1956 and 1958, including at the 1956 Olympic Games in Melbourne."""	Keith Cumberpatch
http://dbpedia.org/resource/Keith_Gibson	"""Keith Gibson is a former association football player who represented New Zealand at international level. Gibson made a solitary official international appearance for New Zealand in a 1-4 loss to Australia on 4 September 1954."""	Keith C Gibson
http://dbpedia.org/resource/Keith_Gibson	"""Keith Gibson is a former association football player who represented New Zealand at international level. Gibson made a solitary official international appearance for New Zealand in a 1-4 loss to Australia on 4 September 1954."""	Keith Gibson
http://dbpedia.org/resource/Keith_Hobbs_(footballer)	"""Keith Hobbs is a former association football player who represented New Zealand at international level. Hobbs made his full All Whites debut in a 2Ð0 win over Fiji on 20 February 1980 and ended his international playing career with eight A-international caps to his credit, his final cap also in a 2Ð0 win over Fiji, on 7 June 1985. Hobbs was the first player to appear in 300 games in the New Zealand National Soccer League, a feat he achieved in 1988"""	Keith A Hobbs
http://dbpedia.org/resource/Keith_Hobbs_(footballer)	"""Keith Hobbs is a former association football player who represented New Zealand at international level. Hobbs made his full All Whites debut in a 2Ð0 win over Fiji on 20 February 1980 and ended his international playing career with eight A-international caps to his credit, his final cap also in a 2Ð0 win over Fiji, on 7 June 1985. Hobbs was the first player to appear in 300 games in the New Zealand National Soccer League, a feat he achieved in 1988"""	Keith Hobbs
http://dbpedia.org/resource/Keith_Nelson_(footballer)	"""Keith Nelson is a former association football player who represented New Zealand at international level. Nelson made his full All Whites debut in a 3-0 win over New Caledonia on March 5, 1977 and ended his international playing career with 20 A-international caps and 16 goals to his credit, including 2 hat-tricks against Chinese Taipei and Fiji. He gained his final cap gained in a 2-0 win over Ghana on June 7, 1983. Nelson won New Zealand Player of the Year in 1976 and again in 1982 despite failing to make the final 23 man squad for New Zealand's first appearance at the World Cup finals that year."""	Keith Nelson
http://dbpedia.org/resource/Keith_Nelson_(footballer)	"""Keith Nelson is a former association football player who represented New Zealand at international level. Nelson made his full All Whites debut in a 3-0 win over New Caledonia on March 5, 1977 and ended his international playing career with 20 A-international caps and 16 goals to his credit, including 2 hat-tricks against Chinese Taipei and Fiji. He gained his final cap gained in a 2-0 win over Ghana on June 7, 1983. Nelson won New Zealand Player of the Year in 1976 and again in 1982 despite failing to make the final 23 man squad for New Zealand's first appearance at the World Cup finals that year."""	Keith R Nelson
http://dbpedia.org/resource/Keith_Steele	"""Howard Keith Chillingworth Steele (6 April 1951 Ð 7 June 2009) was a New Zealand cricketer, notable legal practitioner and author. In cricket, Steele was a right-handed batsman who bowled right-arm medium pace. He was born in Epsom, Auckland."""	Howard Keith Chillingworth Steele
http://dbpedia.org/resource/Keith_Steele	"""Howard Keith Chillingworth Steele (6 April 1951 Ð 7 June 2009) was a New Zealand cricketer, notable legal practitioner and author. In cricket, Steele was a right-handed batsman who bowled right-arm medium pace. He was born in Epsom, Auckland."""	Keith Steele
http://dbpedia.org/resource/Keith_Urban	"""Keith Lionel Urban (born 26 October 1967) is a New Zealand-born Australian country music singer, songwriter, guitarist, musician, TV show judge and record producer. In 1991, he released a self-titled debut album and charted four singles in Australia before moving to the United States the following year. He found work as a session guitarist before starting a band known as The Ranch, which recorded one studio album on Capitol Nashville and charted two singles on the Billboard Hot Country Songs chart. Still signed to Capitol, Urban made his solo American debut in 1999 with the album Keith Urban. Certified platinum in the US, it produced his first number one on Hot Country Songs with ""But for the Grace of God"". ""Somebody Like You"", the first single from his second Capitol album, Golden Road (2002), was named by Billboard as the biggest country hit of the 2000s decade. The album's fourth single, ""You'll Think of Me"", earned him his first Grammy. 2004's Be Here, his third American album, produced three more number 1 singles and became his highest-selling album, earning 4_ Platinum certification. Love, Pain & the Whole Crazy Thing was released in 2006, containing ""Once in a Lifetime"" as well as his second Grammy song, ""Stupid Boy"". A greatest hits package entitled Greatest Hits: 18 Kids followed in late-2007. Defying Gravity and Get Closer were released on 31 March 2009 and 16 November 2010, respectively. In September 2013, he released a brand new album titled Fuse, which produced four more number ones on the newly introduced Country Airplay chart, two of which are duetsÑone with Miranda Lambert and the other with Eric Church. A new single, entitled ""John Cougar, John Deere, John 3:16"", was released in June 2015 as the lead-off single to his eighth American studio album Ripcord. Urban has released a total of nine studio albums (one of which was released only in the United Kingdom), as well as one album with The Ranch. He has charted 37 singles on the US Hot Country Songs, 18 of which went to number one, counting a duet with Brad Paisley and the 2008 single ""You Look Good in My Shirt"", which he previously recorded on Golden Road. Those also include his third Grammy Award winning single ""Sweet Thing"" from his album Defying Gravity. Urban is also known for his roles as a coach on the Australian version of the singing competition The Voice and as a judge on American Idol. Since 2006, he has been married to actress Nicole Kidman. In October 2013, Urban introduced his own signature line of guitars and accessories."""	Keith Urban
http://dbpedia.org/resource/Kelly_Brown_(cricketer)	"""Kelly Brown (born 8 July 1973) is a former New Zealand cricketer."""	Kelly Brown
http://dbpedia.org/resource/Kelly_Jarden	"""Kelly Jarden (born 4 June 1973) is an association football player who represented New Zealand at international level. Jarden made her Football Ferns dŽbut in a 1-3 loss to China on 21 November 1997, and finished her international career with 13 caps to her credit."""	Kelly Jarden
http://dbpedia.org/resource/Kelly_McLoughlin	"""Kelly McLoughlin is a former association footballer who represented New Zealand at international level. McLoughlin made a solitary official international appearance for New Zealand in a 3-0 win over Singapore on 21 February 1995."""	Kelly McLoughlin
http://dbpedia.org/resource/Kelsey_Bevan	"""Kelsey Bevan (born 10 April 1990) is a New Zealand rower. She won the gold medal in the coxless four at the 2014 World Rowing Championships in Amsterdam. With the women's eight, she came fourth at the 2016 Rio Olympics."""	Kelsey Bevan
http://dbpedia.org/resource/Kelson_Henderson	"""Kelson Henderson (born 1975) is a well versed Stage, TV & Film actor from New Zealand. He has appeared briefly in various shows but most famous are his roles in Power Rangers. He has both played and voiced roles for Power Rangers since 2004's Dino Thunder. Henderson was a guest at the Power Morphicon in June 2007."""	Kelson Henderson
http://dbpedia.org/resource/Ken_Billot	"""Ken Billot is a former association football player who represented New Zealand at international level. Billot played two official A-international matches for the New Zealand in 1980, the first as a substitute in a 4-0 win over Mexico on 20 August, the second starting in a 0-3 loss to Canada on 18 September 1980."""	Ken Billot
http://dbpedia.org/resource/Ken_Billot	"""Ken Billot is a former association football player who represented New Zealand at international level. Billot played two official A-international matches for the New Zealand in 1980, the first as a substitute in a 4-0 win over Mexico on 20 August, the second starting in a 0-3 loss to Canada on 18 September 1980."""	Ken G Billot
http://dbpedia.org/resource/Ken_Fleet	"""Ken Fleet is a former association football player who represented New Zealand at international level. Fleet made his full All Whites debut in a 0-2 loss to New Caledonia on 19 September 1951 and ended his international playing career with six A-international caps and three goals to his credit, his final cap an appearance in a 6-4 win over Fiji on 7 October 1951."""	Ken Fleet
http://dbpedia.org/resource/Ken_Fleet	"""Ken Fleet is a former association football player who represented New Zealand at international level. Fleet made his full All Whites debut in a 0-2 loss to New Caledonia on 19 September 1951 and ended his international playing career with six A-international caps and three goals to his credit, his final cap an appearance in a 6-4 win over Fiji on 7 October 1951."""	W Kenneth Fleet
http://dbpedia.org/resource/Ken_James_(cricketer)	"""Kenneth Cecil James (12 March 1904 Ð 21 August 1976), was a cricketer who played for Wellington, Northamptonshire and New Zealand. A wicket-keeper and a useful batsman, James first played for Wellington in 1923 and came to England with the first New Zealand touring party in 1927 ostensibly as second string to Tom Lowry. But he quickly made the wicket-keeping position his own, with 85 dismissals on the tour, including eight at Derby. His understanding of the spin of Bill Merritt, the touring team's most successful bowler, was especially noted. No Test matches were played on the 1927 tour. James was first-choice wicket-keeper for New Zealand's first Test matches in 1929-30 against England, and again on the tour of England in 1931, and in the home series against South Africa in 1931-32 and against England the following season. In 11 Tests he made 16 dismissals but failed completely as a batsman, scoring only 52 runs in total. But James then left New Zealand for England to qualify by residence as a county player for Northamptonshire, becoming the regular wicket-keeper from 1936 to 1939 and being joined there by Merritt. For a very weak county Ñ Northamptonshire failed to win a single match for four years from May 1935 Ñ James was notable not only for his wicket-keeping but also increasingly as a batsman, and in 1938, he scored more than 1,000 runs and made two centuries. James served in the Royal New Zealand Air Force during the Second World War and then returned to New Zealand, where he played a few more first-class matches before retiring to run a public house. He died at Palmerston North."""	Ken James
http://dbpedia.org/resource/Ken_James_(cricketer)	"""Kenneth Cecil James (12 March 1904 Ð 21 August 1976), was a cricketer who played for Wellington, Northamptonshire and New Zealand. A wicket-keeper and a useful batsman, James first played for Wellington in 1923 and came to England with the first New Zealand touring party in 1927 ostensibly as second string to Tom Lowry. But he quickly made the wicket-keeping position his own, with 85 dismissals on the tour, including eight at Derby. His understanding of the spin of Bill Merritt, the touring team's most successful bowler, was especially noted. No Test matches were played on the 1927 tour. James was first-choice wicket-keeper for New Zealand's first Test matches in 1929-30 against England, and again on the tour of England in 1931, and in the home series against South Africa in 1931-32 and against England the following season. In 11 Tests he made 16 dismissals but failed completely as a batsman, scoring only 52 runs in total. But James then left New Zealand for England to qualify by residence as a county player for Northamptonshire, becoming the regular wicket-keeper from 1936 to 1939 and being joined there by Merritt. For a very weak county Ñ Northamptonshire failed to win a single match for four years from May 1935 Ñ James was notable not only for his wicket-keeping but also increasingly as a batsman, and in 1938, he scored more than 1,000 runs and made two centuries. James served in the Royal New Zealand Air Force during the Second World War and then returned to New Zealand, where he played a few more first-class matches before retiring to run a public house. He died at Palmerston North."""	Kenneth Cecil James
